67	0.062	1	0	task-0:0.47	|	0.231976	0.249438	0.249184	0.228929	0.224381	0.224372	0.22268	0.222681	0.222353	0.222311	0.222189	0.222219	0.222161	0.221857	0.22028	0.212704	0.195184	0.196691	0.204838	0.212127	0.218859	0.218757	0.215709	0.21126	0.211332	0.213765	0.216872	0.217549	0.217412	0.21741	0.217564	0.217891	0.218389	0.219033	0.219764	0.220127	0.220368	0.220368	0.219815	0.218351	0.220966	0.221311	0.221428	0.22137	0.221057	0.220131	0.217434	0.220626	0.220827	0.220718	0.220158	0.218563	0.22105	0.221346	0.221437	0.221347	0.220958	0.219785	0.216155	0.220118	0.220274	0.219982	0.218932	0.221191	0.221532	0.22168	0.221702	
57	0.016	1	0	task-0:0.47	|	0.224628	0.261314	0.260657	0.237843	0.222413	0.249768	0.249447	0.227809	0.22283	0.222813	0.22271	0.222701	0.222172	0.222182	0.222302	0.222303	0.222175	0.221996	0.221439	0.219675	0.213938	0.21373	0.217295	0.217042	0.214983	0.2145	0.215181	0.215891	0.21565	0.214977	0.21491	0.215247	0.215823	0.216325	0.216932	0.217858	0.218969	0.220083	0.221026	0.221694	0.222071	0.222215	0.222261	0.222266	0.222252	0.222233	0.222215	0.222207	0.222216	0.222224	0.222224	0.222223	0.222222	0.222222	0.222222	0.222222	0.222222	

78	0.031	1	0	task-0:0.47	|	0.247358	0.240226	0.238603	0.223354	0.233253	0.233216	0.2233	0.224346	0.224346	0.222284	0.223922	0.223923	0.222489	0.222383	0.222382	0.222186	0.222108	0.222135	0.222185	0.222203	0.222223	0.22222	0.22219	0.222135	0.222	0.221607	0.220161	0.214524	0.209097	0.209228	0.21038	0.216039	0.216532	0.214427	0.215641	0.218217	0.219512	0.220393	0.221157	0.221718	0.222049	0.22218	0.222226	0.222235	0.222228	0.222218	0.222211	0.222216	0.222216	0.222211	0.222208	0.222193	0.222134	0.221829	0.219543	0.221367	0.220991	0.219872	0.221501	0.221658	0.221681	0.221572	0.221225	0.220171	0.216651	0.220321	0.220405	0.22006	0.218918	0.221212	0.221523	0.221639	0.221621	0.221431	0.220839	0.21903	0.22123	0.221379	

54	0.016	1	0	task-0:0.47	|	0.227883	0.262757	0.252063	0.228827	0.224418	0.224415	0.222645	0.222654	0.222374	0.222373	0.222234	0.222227	0.222219	0.222213	0.222187	0.22217	0.222132	0.22203	0.221755	0.220928	0.218277	0.21213	0.212956	0.217775	0.219151	0.21948	0.219877	0.220349	0.220849	0.221136	0.221213	0.221088	0.220708	0.219681	0.216809	0.220166	0.220397	0.220187	0.219346	0.21723	0.22033	0.220731	0.220859	0.220722	0.220159	0.218616	0.221018	0.221316	0.221414	0.221336	0.22098	0.21992	0.216692	0.220305	

57	0.015	1	0	task-0:0.47	|	0.224628	0.261314	0.260657	0.237843	0.222413	0.249768	0.249447	0.227809	0.22283	0.222813	0.22271	0.222701	0.222172	0.222182	0.222302	0.222303	0.222175	0.221996	0.221439	0.219675	0.213938	0.21373	0.217295	0.217042	0.214983	0.2145	0.215181	0.215891	0.21565	0.214977	0.21491	0.215247	0.215823	0.216325	0.216932	0.217858	0.218969	0.220083	0.221026	0.221694	0.222071	0.222215	0.222261	0.222266	0.222252	0.222233	0.222215	0.222207	0.222216	0.222224	0.222224	0.222223	0.222222	0.222222	0.222222	0.222222	0.222222	

78	0.032	1	0	task-0:0.47	|	0.247358	0.240226	0.238603	0.223354	0.233253	0.233216	0.2233	0.224346	0.224346	0.222284	0.223922	0.223923	0.222489	0.222383	0.222382	0.222186	0.222108	0.222135	0.222185	0.222203	0.222223	0.22222	0.22219	0.222135	0.222	0.221607	0.220161	0.214524	0.209097	0.209228	0.21038	0.216039	0.216532	0.214427	0.215641	0.218217	0.219512	0.220393	0.221157	0.221718	0.222049	0.22218	0.222226	0.222235	0.222228	0.222218	0.222211	0.222216	0.222216	0.222211	0.222208	0.222193	0.222134	0.221829	0.219543	0.221367	0.220991	0.219872	0.221501	0.221658	0.221681	0.221572	0.221225	0.220171	0.216651	0.220321	0.220405	0.22006	0.218918	0.221212	0.221523	0.221639	0.221621	0.221431	0.220839	0.21903	0.22123	0.221379	

56	0.015	1	0	task-0:0.47	|	0.236582	0.236101	0.233758	0.222269	0.240618	0.240618	0.226081	0.222619	0.222615	0.222613	0.222609	0.222195	0.222168	0.222224	0.222154	0.221941	0.22163	0.221003	0.219449	0.215454	0.215397	0.217854	0.217737	0.216411	0.214735	0.215011	0.216405	0.217132	0.217711	0.218465	0.219332	0.22021	0.220983	0.221562	0.221923	0.222079	0.222153	0.222189	0.222205	0.222213	0.222216	0.222218	0.222218	0.222218	0.222217	0.222212	0.222197	0.222126	0.221614	0.216397	0.220172	0.222119	0.222192	0.222199	0.222202	0.2222	

54	0.032	1	0	task-0:0.47	|	0.231329	0.252938	0.249801	0.228931	0.224583	0.224503	0.222707	0.222685	0.222251	0.221943	0.221436	0.220587	0.2203	0.219827	0.21971	0.220406	0.221123	0.221001	0.219636	0.215981	0.209167	0.199241	0.198139	0.202452	0.203453	0.203391	0.204799	0.206417	0.20765	0.208477	0.209008	0.209399	0.209872	0.21065	0.211936	0.21215	0.211925	0.212687	0.213475	0.214616	0.215939	0.21644	0.216051	0.214531	0.219327	0.220335	0.220813	0.220973	0.220885	0.220464	0.221667	0.222128	0.222192	0.222208	

78	0.015	1	0	task-0:0.47	|	0.247358	0.240226	0.238603	0.223354	0.233253	0.233216	0.2233	0.224346	0.224346	0.222284	0.223922	0.223923	0.222489	0.222383	0.222382	0.222186	0.222108	0.222135	0.222185	0.222203	0.222223	0.22222	0.22219	0.222135	0.222	0.221607	0.220161	0.214524	0.209097	0.209228	0.21038	0.216039	0.216532	0.214427	0.215641	0.218217	0.219512	0.220393	0.221157	0.221718	0.222049	0.22218	0.222226	0.222235	0.222228	0.222218	0.222211	0.222216	0.222216	0.222211	0.222208	0.222193	0.222134	0.221829	0.219543	0.221367	0.220991	0.219872	0.221501	0.221658	0.221681	0.221572	0.221225	0.220171	0.216651	0.220321	0.220405	0.22006	0.218918	0.221212	0.221523	0.221639	0.221621	0.221431	0.220839	0.21903	0.22123	0.221379	

57	0.031	1	0	task-0:0.47	|	0.224628	0.261314	0.260657	0.237843	0.222413	0.249768	0.249447	0.227809	0.22283	0.222813	0.22271	0.222701	0.222172	0.222182	0.222302	0.222303	0.222175	0.221996	0.221439	0.219675	0.213938	0.21373	0.217295	0.217042	0.214983	0.2145	0.215181	0.215891	0.21565	0.214977	0.21491	0.215247	0.215823	0.216325	0.216932	0.217858	0.218969	0.220083	0.221026	0.221694	0.222071	0.222215	0.222261	0.222266	0.222252	0.222233	0.222215	0.222207	0.222216	0.222224	0.222224	0.222223	0.222222	0.222222	0.222222	0.222222	0.222222	

54	0.016	1	0	task-0:0.47	|	0.227883	0.262757	0.252063	0.228827	0.224418	0.224415	0.222645	0.222654	0.222374	0.222373	0.222234	0.222227	0.222219	0.222213	0.222187	0.22217	0.222132	0.22203	0.221755	0.220928	0.218277	0.21213	0.212956	0.217775	0.219151	0.21948	0.219877	0.220349	0.220849	0.221136	0.221213	0.221088	0.220708	0.219681	0.216809	0.220166	0.220397	0.220187	0.219346	0.21723	0.22033	0.220731	0.220859	0.220722	0.220159	0.218616	0.221018	0.221316	0.221414	0.221336	0.22098	0.21992	0.216692	0.220305	

76	0.016	1	0	task-0:0.47	|	0.344849	0.232119	0.232119	0.238001	0.238001	0.222565	0.235295	0.234958	0.225315	0.222867	0.222897	0.222017	0.221598	0.221421	0.220726	0.218825	0.215892	0.212537	0.20877	0.204245	0.199717	0.195841	0.19328	0.190524	0.187088	0.182305	0.177018	0.169105	0.161299	0.157296	0.150779	0.146832	0.145186	0.146303	0.149273	0.15278	0.157354	0.163723	0.162693	0.165116	0.16514	0.164205	0.165966	0.166981	0.168426	0.17024	0.171138	0.173148	0.17548	0.178205	0.178953	0.179674	0.180346	0.179933	0.179175	0.178905	0.178963	0.178933	0.178925	0.178959	0.179286	0.17979	0.180413	0.181189	0.182164	0.183405	0.182976	0.183442	0.183999	0.183627	0.184097	0.183905	0.183471	0.183256	0.183386	0.183341	

54	0.016	1	0	task-0:0.47	|	0.267957	0.227027	0.2264	0.224196	0.224196	0.222362	0.222349	0.222443	0.222439	0.222191	0.222399	0.222398	0.222226	0.222198	0.2222	0.222194	0.222197	0.222199	0.222204	0.222209	0.222214	0.222218	0.222221	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222216	0.222087	0.217081	0.220242	0.215816	0.219628	0.221945	0.222128	0.222163	0.22218	0.222188	0.22219	0.222185	0.222168	0.222116	0.221924	0.220959	

70	0.016	1	0	task-0:0.47	|	0.237439	0.269223	0.269223	0.224851	0.247063	0.247063	0.224251	0.226033	0.225201	0.220015	0.222489	0.220891	0.21705	0.215388	0.213031	0.209046	0.204358	0.199006	0.193232	0.18733	0.182083	0.175608	0.169858	0.164518	0.162131	0.161255	0.160802	0.161395	0.163506	0.167848	0.172901	0.181554	0.190936	0.188562	0.193735	0.192378	0.194717	0.197091	0.196889	0.196703	0.19611	0.195888	0.195911	0.195806	0.195795	0.195843	0.195862	0.195816	0.195782	0.195831	0.195928	0.196002	0.196076	0.196186	0.196328	0.196502	0.196524	0.196585	0.196678	0.196684	0.196727	0.196729	0.196711	0.19671	0.196722	0.196724	0.196721	0.19672	0.196724	0.19673	

54	0.015	1	0	task-0:0.47	|	0.267957	0.227027	0.2264	0.224196	0.224196	0.222362	0.222349	0.222443	0.222439	0.222191	0.222399	0.222398	0.222226	0.222198	0.2222	0.222194	0.222197	0.222199	0.222204	0.222209	0.222214	0.222218	0.222221	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222216	0.222087	0.217081	0.220242	0.215816	0.219628	0.221945	0.222128	0.222163	0.22218	0.222188	0.22219	0.222185	0.222168	0.222116	0.221924	0.220959	

54	0.015	1	0	task-0:0.47	|	0.267957	0.227027	0.2264	0.224196	0.224196	0.222362	0.222349	0.222443	0.222439	0.222191	0.222399	0.222398	0.222226	0.222198	0.2222	0.222194	0.222197	0.222199	0.222204	0.222209	0.222214	0.222218	0.222221	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222216	0.222087	0.217081	0.220242	0.215816	0.219628	0.221945	0.222128	0.222163	0.22218	0.222188	0.22219	0.222185	0.222168	0.222116	0.221924	0.220959	

64	0.016	1	0	task-0:0.47	|	0.293399	0.253048	0.253048	0.224974	0.224595	0.223777	0.217735	0.210486	0.205596	0.199077	0.19442	0.189768	0.186368	0.182455	0.177884	0.171983	0.165936	0.15979	0.155842	0.151486	0.150736	0.153816	0.152049	0.152604	0.153255	0.154277	0.15486	0.156134	0.158051	0.163402	0.16923	0.170439	0.171767	0.179369	0.179369	0.17389	0.171696	0.171696	0.172248	0.174145	0.174139	0.173227	0.17325	0.173767	0.174438	0.175256	0.176255	0.177476	0.178971	0.180803	0.183048	0.185043	0.18512	0.185087	0.185052	0.185187	0.185676	0.185638	0.185959	0.186388	0.186922	0.187614	0.188032	0.188728	

70	0.016	1	0	task-0:0.47	|	0.237439	0.269223	0.269223	0.224851	0.247063	0.247063	0.224251	0.226033	0.225201	0.220015	0.222489	0.220891	0.21705	0.215388	0.213031	0.209046	0.204358	0.199006	0.193232	0.18733	0.182083	0.175608	0.169858	0.164518	0.162131	0.161255	0.160802	0.161395	0.163506	0.167848	0.172901	0.181554	0.190936	0.188562	0.193735	0.192378	0.194717	0.197091	0.196889	0.196703	0.19611	0.195888	0.195911	0.195806	0.195795	0.195843	0.195862	0.195816	0.195782	0.195831	0.195928	0.196002	0.196076	0.196186	0.196328	0.196502	0.196524	0.196585	0.196678	0.196684	0.196727	0.196729	0.196711	0.19671	0.196722	0.196724	0.196721	0.19672	0.196724	0.19673	

70	0.016	1	0	task-0:0.47	|	0.237439	0.269223	0.269223	0.224851	0.247063	0.247063	0.224251	0.226033	0.225201	0.220015	0.222489	0.220891	0.21705	0.215388	0.213031	0.209046	0.204358	0.199006	0.193232	0.18733	0.182083	0.175608	0.169858	0.164518	0.162131	0.161255	0.160802	0.161395	0.163506	0.167848	0.172901	0.181554	0.190936	0.188562	0.193735	0.192378	0.194717	0.197091	0.196889	0.196703	0.19611	0.195888	0.195911	0.195806	0.195795	0.195843	0.195862	0.195816	0.195782	0.195831	0.195928	0.196002	0.196076	0.196186	0.196328	0.196502	0.196524	0.196585	0.196678	0.196684	0.196727	0.196729	0.196711	0.19671	0.196722	0.196724	0.196721	0.19672	0.196724	0.19673	

59	0.016	1	0	task-0:0.47	|	0.344592	0.22766	0.22766	0.246619	0.246619	0.223481	0.229685	0.229096	0.221667	0.224431	0.224326	0.220154	0.218605	0.217219	0.214583	0.211608	0.207942	0.203505	0.198626	0.193901	0.189765	0.186791	0.183246	0.179828	0.176244	0.172786	0.169604	0.166857	0.163803	0.163555	0.163198	0.162706	0.162672	0.162397	0.163318	0.167059	0.172756	0.18002	0.18956	0.200199	0.204088	0.206284	0.206973	0.206004	0.202892	0.19986	0.197219	0.195611	0.193501	0.19182	0.189811	0.188897	0.187184	0.185106	0.184281	0.183461	0.183275	0.183275	0.183292	

54	0.016	1	0	task-0:0.47	|	0.267957	0.227027	0.2264	0.224196	0.224196	0.222362	0.222349	0.222443	0.222439	0.222191	0.222399	0.222398	0.222226	0.222198	0.2222	0.222194	0.222197	0.222199	0.222204	0.222209	0.222214	0.222218	0.222221	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222216	0.222087	0.217081	0.220242	0.215816	0.219628	0.221945	0.222128	0.222163	0.22218	0.222188	0.22219	0.222185	0.222168	0.222116	0.221924	0.220959	

54	0.015	1	0	task-0:0.47	|	0.267957	0.227027	0.2264	0.224196	0.224196	0.222362	0.222349	0.222443	0.222439	0.222191	0.222399	0.222398	0.222226	0.222198	0.2222	0.222194	0.222197	0.222199	0.222204	0.222209	0.222214	0.222218	0.222221	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222216	0.222087	0.217081	0.220242	0.215816	0.219628	0.221945	0.222128	0.222163	0.22218	0.222188	0.22219	0.222185	0.222168	0.222116	0.221924	0.220959	

54	0.032	1	0	task-0:0.47	|	0.267957	0.227027	0.2264	0.224196	0.224196	0.222362	0.222349	0.222443	0.222439	0.222191	0.222399	0.222398	0.222226	0.222198	0.2222	0.222194	0.222197	0.222199	0.222204	0.222209	0.222214	0.222218	0.222221	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0.222216	0.222087	0.217081	0.220242	0.215816	0.219628	0.221945	0.222128	0.222163	0.22218	0.222188	0.22219	0.222185	0.222168	0.222116	0.221924	0.220959	

70	0.015	1	0	task-0:0.47	|	0.237439	0.269223	0.269223	0.224851	0.247063	0.247063	0.224251	0.226033	0.225201	0.220015	0.222489	0.220891	0.21705	0.215388	0.213031	0.209046	0.204358	0.199006	0.193232	0.18733	0.182083	0.175608	0.169858	0.164518	0.162131	0.161255	0.160802	0.161395	0.163506	0.167848	0.172901	0.181554	0.190936	0.188562	0.193735	0.192378	0.194717	0.197091	0.196889	0.196703	0.19611	0.195888	0.195911	0.195806	0.195795	0.195843	0.195862	0.195816	0.195782	0.195831	0.195928	0.196002	0.196076	0.196186	0.196328	0.196502	0.196524	0.196585	0.196678	0.196684	0.196727	0.196729	0.196711	0.19671	0.196722	0.196724	0.196721	0.19672	0.196724	0.19673	

70	0.016	1	0	task-0:0.47	|	0.237439	0.269223	0.269223	0.224851	0.247063	0.247063	0.224251	0.226033	0.225201	0.220015	0.222489	0.220891	0.21705	0.215388	0.213031	0.209046	0.204358	0.199006	0.193232	0.18733	0.182083	0.175608	0.169858	0.164518	0.162131	0.161255	0.160802	0.161395	0.163506	0.167848	0.172901	0.181554	0.190936	0.188562	0.193735	0.192378	0.194717	0.197091	0.196889	0.196703	0.19611	0.195888	0.195911	0.195806	0.195795	0.195843	0.195862	0.195816	0.195782	0.195831	0.195928	0.196002	0.196076	0.196186	0.196328	0.196502	0.196524	0.196585	0.196678	0.196684	0.196727	0.196729	0.196711	0.19671	0.196722	0.196724	0.196721	0.19672	0.196724	0.19673	

70	0.031	1	0	task-0:0.47	|	0.237439	0.269223	0.269223	0.224851	0.247063	0.247063	0.224251	0.226033	0.225201	0.220015	0.222489	0.220891	0.21705	0.215388	0.213031	0.209046	0.204358	0.199006	0.193232	0.18733	0.182083	0.175608	0.169858	0.164518	0.162131	0.161255	0.160802	0.161395	0.163506	0.167848	0.172901	0.181554	0.190936	0.188562	0.193735	0.192378	0.194717	0.197091	0.196889	0.196703	0.19611	0.195888	0.195911	0.195806	0.195795	0.195843	0.195862	0.195816	0.195782	0.195831	0.195928	0.196002	0.196076	0.196186	0.196328	0.196502	0.196524	0.196585	0.196678	0.196684	0.196727	0.196729	0.196711	0.19671	0.196722	0.196724	0.196721	0.19672	0.196724	0.19673	

